iter	AverageGain:top=5
133	0.4589862717
134	0.4590052201
135	0.4589294266
136	0.4589673233
137	0.4588725815
138	0.4588536331
139	0.4590999619
140	0.4591189103
141	0.4589673233
142	0.4590241684
143	0.4590999619
144	0.4590431168
145	0.4590431168
146	0.4588725815
147	0.4590052201
148	0.4588346848
149	0.4589294266
150	0.4590241685
151	0.4591189103
152	0.4590620652
153	0.4589673234
154	0.4590999619
155	0.4590999619
156	0.4590431168
157	0.4589294266
158	0.4589104782
159	0.4588157364
160	0.4586073044
161	0.4588536332
162	0.4589673233
163	0.4589104782
164	0.4588915299
165	0.4590810135
166	0.4590999619
167	0.4588536331
168	0.4590620652
169	0.4592515488
170	0.4594031358
171	0.4592515488
172	0.459365239
173	0.4592894456
174	0.4593083939
175	0.4593083939
176	0.4594410325
177	0.4596305161
178	0.4594789292
179	0.4595736711
180	0.4594599809
181	0.4595357743
182	0.4595736711
183	0.4596115678
184	0.4594789292
185	0.4595357743
186	0.4594978776
187	0.4593841874
188	0.4592515488
189	0.4594220841
190	0.4595736711
191	0.4595547227
192	0.4596494645
193	0.4596305161
194	0.459725258
195	0.4597821031
196	0.4598010514
197	0.4598389482
198	0.4597631547
199	0.4598010514
200	0.4598010514
201	0.4597063096
202	0.4597821031
203	0.4598578965
204	0.4598010514
205	0.4598957933
206	0.45993369
207	0.4598578965
208	0.4598578965
209	0.4596494645
210	0.4597442063
211	0.4598010514
212	0.4597442063
213	0.459725258
214	0.4597063096
215	0.4597442063
216	0.4598578965
217	0.4598010514
218	0.4598957933
219	0.4599715867
220	0.4598957933
221	0.460142122
222	0.4602558122
223	0.4602368639
224	0.4602368639
225	0.460142122
226	0.4601989671
227	0.4602368639
228	0.4601989671
229	0.460502141
230	0.4605779344
231	0.4605779344
232	0.4605210893
233	0.4605779344
234	0.4605210893
235	0.4605210893
236	0.4604073991
237	0.4603316057
238	0.4603884508
239	0.4602937089
240	0.4602937089
241	0.4602558122
242	0.4603695024
243	0.4603695024
244	0.4607863665
245	0.4607863665
246	0.4607863665
247	0.4607863665
248	0.4607674181
249	0.4607484697
250	0.4607863665
251	0.4607863665
252	0.4609379534
253	0.4609569018
254	0.4609947985
255	0.4610895403
256	0.4610516436
257	0.4610516436
258	0.4610137469
259	0.4609758501
260	0.4610137469
261	0.4609569018
262	0.4609569018
263	0.4609758501
264	0.461070592
265	0.4610516436
266	0.4611274371
267	0.4611084887
268	0.4613358691
269	0.4613737658
270	0.4612979724
271	0.4612221789
272	0.4612221789
273	0.4612032305
274	0.4611274371
275	0.4611842822
276	0.4611084887
277	0.4611653338
278	0.4611842822
279	0.4612032305
280	0.4611842822
281	0.4612032305
282	0.4611842822
283	0.4612032305
284	0.4611842822
285	0.4611653338
286	0.4611274371
287	0.461070592
288	0.4611084887
289	0.4611274371
290	0.4611274371
291	0.4612032305
292	0.4611463854
293	0.4610516436
294	0.4610516436
295	0.4612032305
296	0.4611842822
297	0.4610895403
298	0.4611463854
299	0.4611653338
300	0.4611653338
301	0.4611653338
302	0.4611653338
303	0.4611653338
304	0.4611463854
305	0.4612600756
306	0.4612600756
307	0.4612979724
308	0.4612979724
309	0.4613358691
310	0.461279024
311	0.461279024
312	0.4612221789
313	0.461279024
314	0.4613548174
315	0.4613358691
316	0.4613169207
317	0.4612979723
318	0.461279024
319	0.4613169207
320	0.4613737658
321	0.4613169207
322	0.4614116625
323	0.4614306109
324	0.4613737658
325	0.4614306109
326	0.4614495593
327	0.4613737658
328	0.4613548175
329	0.4613927142
330	0.4614685076
331	0.4614495593
332	0.4614685077
333	0.4615064044
334	0.4614306109
335	0.4614495593
336	0.4615064044
337	0.4615253527
338	0.4615632495
339	0.4615632495
340	0.4616011462
341	0.4614495593
342	0.4614495593
343	0.4615253527
344	0.4614685077
345	0.4614495593
346	0.4614306109
347	0.4615064044
348	0.4615253527
349	0.4615821978
350	0.4617148364
351	0.4616769397
352	0.4617148364
353	0.4617148364
354	0.4617148364
355	0.4616769397
356	0.4616011462
357	0.4616390429
358	0.4616579913
359	0.461695888
360	0.4617527331
361	0.4617148364
362	0.4617148364
363	0.4617906299
364	0.4618285266
365	0.4618853717
366	0.4617337848
367	0.461695888
368	0.4617527331
369	0.4617716815
370	0.4618853717
371	0.4618664233
372	0.4619422168
373	0.4619422168
374	0.4617906299
375	0.4617148364
376	0.4616579913
377	0.4616769397
378	0.4617148364
379	0.461695888
380	0.4615821978
381	0.4617527331
382	0.4618095782
383	0.4618095782
384	0.4618664233
385	0.4618664233
386	0.4618664233
387	0.4618664233
388	0.4618285266
389	0.4618285266
390	0.4617337848
391	0.4618095782
392	0.461847475
393	0.4617906299
394	0.4618285266
395	0.4618285266
396	0.4617527331
397	0.4617527331
398	0.4617148364
399	0.4617527331
400	0.4617148364
401	0.4617148364
402	0.4617337848
403	0.4617337848
404	0.4617716815
405	0.4617906299
406	0.461847475
407	0.4619043201
408	0.4619611652
409	0.4619232684
410	0.4618853717
411	0.4618285266
412	0.4619422168
413	0.4619043201
414	0.4617716815
415	0.4616769397
416	0.4616011462
417	0.4616579913
418	0.4616579913
419	0.461695888
420	0.4616579913
421	0.461695888
422	0.4617148364
423	0.4617148364
424	0.4616769397
425	0.4616200946
426	0.4616011462
427	0.4615821978
428	0.4615253527
429	0.4615064044
430	0.4615253527
431	0.4615632495
432	0.461487456
433	0.461487456
434	0.4614495593
435	0.4614495593
436	0.4614116625
437	0.4614495593
438	0.4615253527
439	0.4617716815
440	0.4617337848
441	0.4617148364
442	0.461695888
443	0.461695888
444	0.4618095782
445	0.4617906299
446	0.4617337848
447	0.4617148364
448	0.4617148364
449	0.461695888
450	0.4615821978
451	0.4615632495
452	0.4616390429
453	0.4615253527
454	0.4616200946
455	0.4616390429
456	0.4616579913
457	0.4616579913
458	0.4616579913
459	0.4616200946
460	0.4616200946
461	0.4616390429
462	0.4616390429
463	0.461695888
464	0.4617148364
465	0.4617906299
466	0.4617906299
467	0.4618285266
468	0.4619422168
469	0.4619043201
470	0.4619043201
471	0.4619422168
472	0.4620369586
473	0.4619990619
474	0.4619232684
475	0.4619990619
476	0.4619611652
477	0.4619232684
478	0.4619043201
479	0.4620180103
480	0.4619990619
481	0.4619422168
482	0.4619232684
483	0.4619990619
484	0.4620180103
485	0.4621317004
486	0.4620369586
487	0.4621695972
488	0.4622453906
489	0.4622264423
490	0.4622074939
491	0.4622074939
492	0.4622453906
493	0.4621127521
494	0.4621885455
495	0.4620748554
496	0.462264339
497	0.4622453906
498	0.4622264423
499	0.4622264423
500	0.4621885455
501	0.4622074939
502	0.462264339
503	0.4623211841
504	0.462264339
505	0.4622264423
506	0.4622264423
507	0.4622074939
508	0.4620369586
509	0.4622074939
510	0.4621695972
511	0.4621695972
512	0.4621506488
513	0.4622074939
514	0.4621506488
515	0.4621885455
516	0.4621885455
517	0.462264339
518	0.4622264423
519	0.4622832874
520	0.4622264423
521	0.4621127521
522	0.4622264423
523	0.4623022357
524	0.4623022357
525	0.4622264423
526	0.4623022357
527	0.462264339
528	0.4623022357
529	0.462264339
530	0.4622832874
531	0.4624348743
532	0.4624917194
533	0.4624727711
534	0.4625675129
535	0.4625106678
536	0.4625675129
537	0.4625485645
538	0.4624538227
539	0.4623022357
540	0.4623780292
541	0.4623780292
542	0.4623590808
543	0.4623211841
544	0.4623590808
545	0.4622453907
546	0.462264339
547	0.4622832874
548	0.4623401325
549	0.4622264423
550	0.4622453907
551	0.4623022357
552	0.4622832874
553	0.4622832874
554	0.4622832874
555	0.4622453907
556	0.462264339
557	0.4622832874
558	0.4622832874
559	0.4623022357
560	0.4623211841
561	0.4622264423
562	0.4622264423
563	0.4622453906
564	0.4622453906
565	0.4623022357
566	0.4622832874
567	0.4623401325
568	0.4623969776
569	0.4623780292
570	0.4623780292
571	0.4622832874
572	0.4623590808
573	0.4623590808
574	0.4623211841
575	0.4622453906
576	0.4623401325
577	0.4624159259
578	0.4624348743
579	0.4622832874
580	0.4622453906
581	0.4621506488
582	0.4622264423
583	0.4622074939
584	0.4623022357
585	0.4622453906
586	0.4622074939
587	0.4623022358
588	0.4623401325
589	0.4623780292
590	0.462472771
591	0.462472771
592	0.462472771
593	0.4625485645
594	0.4625864612
595	0.4625864612
596	0.4626054096
597	0.4625296161
598	0.4624538227
599	0.4624348743
600	0.462472771
601	0.4624917194
602	0.4624538227
603	0.4625485645
604	0.4625106678
605	0.4625106678
606	0.4625106678
607	0.4625864612
608	0.4625296161
609	0.4624917194
610	0.4624917194
611	0.4624917194
612	0.4623969776
613	0.462472771
614	0.462472771
615	0.4624348743
616	0.462472771
617	0.4625106678
618	0.4625296161
619	0.4625864612
620	0.4625296161
621	0.4625106678
622	0.4624917194
623	0.4624917194
624	0.4625106678
625	0.4624917194
626	0.4624727711
627	0.4624727711
628	0.4624348743
629	0.4624348743
630	0.4624917194
631	0.4625296162
632	0.4625296162
633	0.4625296162
634	0.4625864613
635	0.4624727711
636	0.4624348743
637	0.4624348743
638	0.4624538227
639	0.4624917194
640	0.4624727711
641	0.4625296162
642	0.4625675129
643	0.4625675129
644	0.4625485645
645	0.4624917194
646	0.4625485645
647	0.4625485645
648	0.4625485645
649	0.4625485645
650	0.4625296162
651	0.4625296162
652	0.4626054096
653	0.4625485645
654	0.4624917194
655	0.4625675129
656	0.4625675129
657	0.4626054096
658	0.462624358
659	0.4626812031
660	0.4626622547
661	0.4627190998
662	0.4626812031
663	0.4627190998
664	0.4627948933
665	0.4627948933
666	0.4627948933
667	0.4627948933
668	0.4627190998
669	0.4627190998
670	0.4627001514
671	0.4627001514
672	0.4626812031
673	0.4626433064
674	0.462624358
675	0.4626812031
676	0.4626622547
677	0.4626433063
678	0.4625106678
679	0.4626622547
680	0.4625864613
681	0.4626433063
682	0.4626812031
683	0.4626622547
684	0.4626622547
685	0.4626622547
686	0.4626622547
687	0.4626622547
688	0.4626622547
689	0.4626054096
690	0.4625485645
691	0.4626054096
692	0.4626054096
693	0.4625864613
694	0.4625864613
695	0.4624917194
696	0.4624917194
697	0.4624917194
698	0.4625485645
699	0.4626054096
700	0.4625675129
701	0.4625675129
702	0.4625675129
703	0.4625864613
704	0.4626622547
705	0.4626622547
706	0.4626812031
707	0.4627001514
708	0.4626812031
709	0.4627190998
710	0.4626812031
711	0.462624358
712	0.4626433064
713	0.4627001514
714	0.4626622547
715	0.4626433064
716	0.4627001515
717	0.4627190998
718	0.4627190998
719	0.4627380482
720	0.4627948933
721	0.4627948933
722	0.4628517384
723	0.4628517384
724	0.4628517384
725	0.4628517384
726	0.4628896351
727	0.4629464802
728	0.4629464802
729	0.4629464802
730	0.4629464802
731	0.4629464802
732	0.4629654286
733	0.4629654286
734	0.4629654286
735	0.4630033253
736	0.4629464802
737	0.4629085835
738	0.4629085835
739	0.4629843769
740	0.4630601704
741	0.463041222
742	0.463041222
743	0.463041222
744	0.463041222
745	0.4630980671
746	0.4630980671
747	0.463041222
748	0.4630980671
749	0.4631170155
750	0.4630980671
751	0.4630980671
752	0.4630601704
753	0.4630222737
754	0.463041222
755	0.4629654286
756	0.4628706867
757	0.4629843769
758	0.4629843769
759	0.4630791188
760	0.4630791188
761	0.4631170155
762	0.4631549122
763	0.4630791188
764	0.4631359639
765	0.4631549122
766	0.4631549122
767	0.4632496541
768	0.463192809
769	0.4632496541
770	0.4632686024
771	0.4632686024
772	0.4632686024
773	0.4632686024
774	0.4632686024
775	0.4632686024
776	0.4632496541
777	0.4632686024
778	0.4632686024
779	0.4632496541
780	0.4632117573
781	0.4632686024
782	0.4632686024
783	0.4633064992
784	0.4633254475
785	0.4633254475
786	0.4632496541
787	0.4632496541
788	0.4632875508
789	0.4632686024
790	0.4631549122
791	0.4630980671
792	0.4631738606
793	0.4632117573
794	0.4632307057
795	0.4632686024
796	0.4632496541
797	0.4632875508
798	0.4632875508
799	0.4632496541
800	0.4633254475
801	0.4633254475
802	0.4633064992
803	0.4633633443
804	0.4633633443
805	0.4633822926
806	0.4633254475
807	0.4633254475
808	0.4633822926
809	0.4634770345
810	0.4634959828
811	0.4634959828
812	0.4634580861
813	0.4634201894
814	0.4634201894
815	0.4634201894
816	0.4633822926
817	0.4633633443
818	0.4633633443
819	0.4633633443
820	0.463401241
821	0.4634201894
822	0.463401241
823	0.463401241
824	0.4634201894
825	0.4634959828
826	0.4634959828
827	0.4634770345
828	0.4635149312
829	0.4634580861
830	0.4634580861
831	0.4634580861
832	0.4634580861
833	0.4634959828
834	0.4634959828
835	0.4635149312
836	0.463401241
837	0.4634580861
838	0.4634580861
839	0.4634770345
840	0.4635338796
841	0.4635717763
842	0.4635907247
843	0.4635528279
844	0.463609673
845	0.4635907247
846	0.4636286214
847	0.4636286214
848	0.4635717763
849	0.4635717763
850	0.4636475697
851	0.463609673
852	0.463609673
853	0.4636286214
854	0.4636854665
855	0.4636854665
856	0.4637233632
857	0.4636854665
858	0.4637044148
859	0.4637044148
860	0.4636475697
861	0.4636286214
862	0.4637044148
863	0.4637044148
864	0.4637044148
865	0.4636854665
866	0.4636665181
867	0.4636854665
868	0.4636665181
869	0.4636665181
870	0.4636665181
871	0.4636665181
872	0.4636475697
873	0.4635907247
874	0.4635528279
875	0.4635528279
876	0.4635149312
877	0.4635149312
878	0.4634959828
879	0.4635717763
880	0.4635717763
881	0.4635717763
882	0.4635338795
883	0.4635907246
884	0.4636286214
885	0.463609673
886	0.4635528279
887	0.4635528279
888	0.4635528279
889	0.4634580861
890	0.4633633443
891	0.4635338795
892	0.4634770345
893	0.4634770345
894	0.4634201894
895	0.4635149312
896	0.4634580861
897	0.4634580861
898	0.463401241
899	0.463401241
900	0.4634201894
901	0.4634201894
902	0.4634201894
903	0.4634201894
904	0.4634201894
905	0.4634580861
906	0.4634580861
907	0.4634580861
908	0.4634580861
909	0.4634580861
910	0.4634580861
911	0.4634770345
912	0.4634770345
913	0.4635338795
914	0.4635338795
915	0.4635149312
916	0.4635338795
917	0.4634959828
918	0.4634770345
919	0.4634770345
920	0.4634770345
921	0.4634959828
922	0.4635528279
923	0.4635338795
924	0.4635338795
925	0.4635338795
926	0.4635338795
927	0.4635338795
928	0.4634770345
929	0.4634959828
930	0.4634959828
931	0.4634959828
932	0.4635528279
933	0.4635528279
934	0.4635528279
935	0.4636286214
936	0.4636286214
937	0.4636854665
938	0.4636665181
939	0.4636854665
940	0.4636665181
941	0.4636665181
942	0.4637233632
943	0.4637233632
944	0.4637612599
945	0.463818105
946	0.4637991567
947	0.4637991567
948	0.4638370534
949	0.4638370534
950	0.4637802083
951	0.4638370534
952	0.4638938985
953	0.4638938985
954	0.463818105
955	0.4637991567
956	0.4637233632
957	0.4637612599
958	0.4637991567
959	0.4637991567
960	0.4637423116
961	0.4637233632
962	0.4637044148
963	0.4637044148
964	0.4637044148
965	0.4637044148
966	0.4637044148
967	0.4637044148
968	0.4636286214
969	0.4636286214
970	0.4636286214
971	0.4636286214
972	0.4636475697
973	0.4636475697
974	0.4637044148
975	0.4636475697
976	0.4636854665
977	0.4636854665
978	0.4637423116
979	0.4637612599
980	0.4637612599
981	0.4637612599
982	0.4637233632
983	0.4637233632
984	0.4637233632
985	0.4637233632
986	0.4637044149
987	0.4636475698
988	0.4635338796
989	0.4635717763
990	0.4635907247
991	0.4635907247
992	0.4635907247
993	0.4635907247
994	0.4636475698
995	0.4637233632
996	0.4637233632
997	0.4637612599
998	0.4637612599
999	0.4636665181
1000	0.4636665181
1001	0.4636665181
1002	0.4637423116
1003	0.4636665181
1004	0.4636854665
1005	0.4636854665
1006	0.46376126
1007	0.4637423116
1008	0.4637423116
1009	0.4637044149
1010	0.4637423116
1011	0.4637991567
1012	0.4637991567
1013	0.4637991567
1014	0.4637991567
1015	0.4637233632
1016	0.4637423116
1017	0.4637044149
1018	0.4638370534
1019	0.4637802083
1020	0.4637423116
1021	0.4637233632
1022	0.4636286214
1023	0.4637044149
1024	0.4636854665
1025	0.4636854665
1026	0.4636854665
1027	0.4637044149
1028	0.4637044149
1029	0.4637044149
1030	0.4637044149
1031	0.4637233632
1032	0.4637802083
1033	0.4637802083
1034	0.4637423116
1035	0.4637423116
1036	0.4637423116
1037	0.4637423116
1038	0.4636665181
1039	0.4636665181
1040	0.4636854665
1041	0.4636475697
1042	0.4637233632
1043	0.4637233632
1044	0.4637233632
1045	0.4637233632
1046	0.4636286214
1047	0.4635717763
1048	0.4635528279
1049	0.4637044148
1050	0.4637991567
1051	0.4638749501
1052	0.4638749501
1053	0.4639507436
1054	0.4638749501
1055	0.4638749501
1056	0.4639128469
1057	0.4639128469
1058	0.4638938985
1059	0.4639507436
1060	0.4639317952
1061	0.463969692
1062	0.463969692
1063	0.4639507436
1064	0.4639507436
1065	0.4639507436
1066	0.4640265371
1067	0.4640265371
1068	0.4640265371
1069	0.4640075887
1070	0.4640265371
1071	0.4640265371
1072	0.4640454854
1073	0.4640454854
1074	0.4640454854
1075	0.4640454854
1076	0.4640454854
1077	0.4640265371
1078	0.4640644338
1079	0.4640644338
1080	0.4640644338
1081	0.4640644338
1082	0.4640644338
1083	0.4640454854
1084	0.4641402273
1085	0.4641402273
1086	0.4641402273
1087	0.4641402273
1088	0.4641970724
1089	0.4641402273
1090	0.4641970724
1091	0.4642160207
1092	0.4642539175
1093	0.4642539175
1094	0.4642349691
1095	0.4642349691
1096	0.4642349691
1097	0.4642349691
1098	0.4642349691
1099	0.4642160207
1100	0.4642160207
1101	0.4642349691
1102	0.4643107626
1103	0.4642918142
1104	0.4642539175
1105	0.4642728658
1106	0.4642728658
1107	0.4642160207
1108	0.4642728658
1109	0.4642728658
1110	0.4642728658
1111	0.4642539175
1112	0.4642539175
1113	0.4642349691
1114	0.4642918142
1115	0.4642349691
1116	0.4642349691
1117	0.4642728658
1118	0.4643297109
1119	0.4643297109
1120	0.4642918142
1121	0.4642539175
1122	0.4643486593
1123	0.4644434011
1124	0.4645760397
1125	0.4644434011
1126	0.4645002462
1127	0.4645002462
1128	0.4645191946
1129	0.4644812979
1130	0.4644812979
1131	0.4644434011
1132	0.4644623495
1133	0.4644434011
1134	0.4644434011
1135	0.4643676077
1136	0.4643676077
1137	0.4643676077
1138	0.4644055044
1139	0.4644055044
1140	0.4644434011
1141	0.4644434011
1142	0.4644812979
1143	0.4644434011
1144	0.4644244528
1145	0.4643486593
1146	0.4643297109
1147	0.4643297109
1148	0.4643297109
1149	0.464386556
1150	0.4644623495
1151	0.4645002462
1152	0.4645002462
1153	0.4645002462
1154	0.4645002462
1155	0.4645002462
1156	0.4645002462
1157	0.4645381429
1158	0.4645002462
1159	0.4644812979
1160	0.4644812979
1161	0.4645191946
1162	0.4645191946
1163	0.4644812979
1164	0.4644812979
1165	0.4644434011
1166	0.4644434011
1167	0.4645191946
1168	0.4645191946
1169	0.4645191946
1170	0.4644812979
1171	0.4644244528
1172	0.4644244528
1173	0.4643676077
1174	0.4643676077
1175	0.4644812979
1176	0.4645002462
1177	0.4644434011
1178	0.4645570913
1179	0.4645760397
1180	0.4645760397
1181	0.4644812979
1182	0.4645760397
1183	0.4645381429
1184	0.4644623495
1185	0.4645570913
1186	0.4645570913
1187	0.4646139364
1188	0.4646139364
1189	0.4646518331
1190	0.4646518331
1191	0.4646328848
1192	0.4646518331
1193	0.4646518331
1194	0.4645760397
1195	0.4644623495
1196	0.4644623495
1197	0.4644623495
1198	0.4644812979
1199	0.4644244528
1200	0.4644055044
1201	0.4644434011
1202	0.4645002462
1203	0.4645760397
1204	0.4645570913
1205	0.4645002462
1206	0.4645570913
1207	0.4645002462
1208	0.4645002462
1209	0.4645002462
1210	0.4645570913
1211	0.4645570913
1212	0.4645570913
1213	0.4645381429
1214	0.4645381429
1215	0.4645570913
1216	0.4646139364
1217	0.4645760397
1218	0.4646328848
1219	0.4646328848
1220	0.4645191946
1221	0.4645381429
1222	0.4645191946
1223	0.4645381429
1224	0.4645570913
1225	0.4645191946
1226	0.4645191946
1227	0.4645570913
1228	0.4645570913
1229	0.4645570913
1230	0.4645570913
1231	0.4645381429
1232	0.4645381429
1233	0.4646139364
1234	0.4645381429
1235	0.4644812978
1236	0.4644623495
1237	0.4644623495
1238	0.4644434011
1239	0.4645760397
1240	0.4645570913
1241	0.4645570913
1242	0.464594988
1243	0.464594988
1244	0.464594988
1245	0.464594988
1246	0.4645191946
1247	0.4645760397
1248	0.4645570913
1249	0.4645570913
1250	0.464594988
1251	0.464594988
1252	0.4645381429
1253	0.4646139364
1254	0.4646707815
1255	0.464594988
1256	0.4646518331
1257	0.4646518331
1258	0.4646518331
1259	0.464594988
1260	0.4646707815
1261	0.4646707815
1262	0.4646707815
1263	0.4646139364
1264	0.4645760397
1265	0.464594988
1266	0.4646897299
1267	0.4646139364
1268	0.4646139364
1269	0.4646139364
1270	0.4646707815
1271	0.4646707815
1272	0.4646897299
1273	0.4647086782
1274	0.4647086782
1275	0.4647086782
1276	0.4647086782
1277	0.464746575
1278	0.4648223684
1279	0.4648223684
1280	0.4648223684
1281	0.4648413168
1282	0.4648413168
1283	0.4648034201
1284	0.4647844717
1285	0.4646897299
1286	0.4647844717
1287	0.4648223684
1288	0.4648223684
1289	0.4648223684
1290	0.4648223684
1291	0.4648223684
1292	0.4648792135
1293	0.4648792135
1294	0.4648792135
1295	0.4648792135
1296	0.4648792135
1297	0.4648792135
1298	0.4648792135
1299	0.4648792135
1300	0.4648792135
1301	0.4649360586
1302	0.4649360586
1303	0.4649929037
1304	0.4649929037
1305	0.4649929037
1306	0.4649929037
1307	0.4650308005
1308	0.4650308005
1309	0.4650308005
1310	0.4650308005
1311	0.4650308005
1312	0.4650308005
1313	0.4650308005
1314	0.4649929037
1315	0.4649929037
1316	0.4649929037
1317	0.4649929037
1318	0.4649929037
1319	0.4649929037
1320	0.4649929037
1321	0.4649929037
1322	0.4649929037
1323	0.4650118521
1324	0.4650308005
1325	0.4650118521
1326	0.4650118521
1327	0.464955007
1328	0.4649739554
1329	0.4649739554
1330	0.4649739554
1331	0.4649739554
1332	0.4649739554
1333	0.4649739554
1334	0.4649929037
1335	0.4649929037
1336	0.4650308005
1337	0.4649929037
1338	0.4649929037
1339	0.4649929037
1340	0.4649929037
1341	0.4649929037
1342	0.4649929037
1343	0.4649929037
1344	0.4650497488
1345	0.4650497488
1346	0.4650497488
1347	0.4650497488
1348	0.4650686972
1349	0.4651255423
1350	0.4650686972
1351	0.4650686972
1352	0.4650497488
1353	0.4650497488
1354	0.4651065939
1355	0.4651065939
1356	0.4651255423
1357	0.4650876456
1358	0.4650686972
1359	0.4650686972
1360	0.4650876456
1361	0.4651255423
1362	0.4651255423
1363	0.4651444907
1364	0.4651444907
1365	0.4651444907
1366	0.4651444907
1367	0.4651444907
1368	0.4651444907
1369	0.4651444907
1370	0.4651444907
1371	0.4651444907
1372	0.4651255423
1373	0.4651255423
1374	0.4650876456
1375	0.4651255423
1376	0.4650876456
1377	0.4650876456
1378	0.4650876456
1379	0.4650876456
1380	0.4650876456
1381	0.4651065939
1382	0.4651065939
1383	0.4651065939
1384	0.4651255423
1385	0.4651255423
1386	0.4650876456
1387	0.4650876456
1388	0.4650686972
1389	0.4650308005
1390	0.4650308005
1391	0.4650876456
1392	0.4650308005
1393	0.4650497488
1394	0.4650497488
1395	0.4651065939
1396	0.4651065939
1397	0.465163439
1398	0.465163439
1399	0.465163439
1400	0.465163439
1401	0.465163439
1402	0.4651444907
1403	0.465163439
1404	0.4652392325
1405	0.4652392325
1406	0.4652392325
1407	0.4652392325
1408	0.4652581809
1409	0.4652581809
1410	0.4652581809
1411	0.4652581809
1412	0.4652581809
1413	0.4652581809
1414	0.4651823874
1415	0.4651823874
1416	0.4651823874
1417	0.4651823874
1418	0.4651823874
1419	0.4651823874
1420	0.4651823874
1421	0.4651823874
1422	0.4651823874
1423	0.4651823874
1424	0.4651823874
1425	0.4651823874
1426	0.4651823874
1427	0.4651823874
1428	0.4651823874
1429	0.4651444907
1430	0.4652013358
1431	0.4652202841
1432	0.4652202841
1433	0.4652202841
1434	0.4652202841
1435	0.4652771292
1436	0.4652771292
1437	0.4652771292
1438	0.4652960776
1439	0.4652392325
1440	0.4652392325
1441	0.4652960776
1442	0.4652960776
1443	0.4652960776
1444	0.4652960776
1445	0.4652960776
1446	0.4652392325
1447	0.4652392325
1448	0.4652392325
1449	0.4651823874
1450	0.4651823874
1451	0.4652013358
1452	0.4652013358
1453	0.4652581808
1454	0.4652013358
1455	0.4652013358
1456	0.4652202841
1457	0.4652202841
1458	0.4652202841
1459	0.4652202841
1460	0.4652202841
1461	0.4652202841
1462	0.465163439
1463	0.465163439
1464	0.465163439
1465	0.465163439
1466	0.4651444907
1467	0.4651444907
1468	0.4651444907
1469	0.4651444907
1470	0.4651444907
1471	0.4652202841
1472	0.4651444907
1473	0.4651444907
1474	0.4651255423
1475	0.4651255423
1476	0.4650686972
1477	0.4651444907
1478	0.4650686972
1479	0.4650686972
1480	0.4651255423
1481	0.4651255423
1482	0.4651255423
1483	0.4651255423
1484	0.4651255423
1485	0.465163439
1486	0.4650876456
1487	0.4650308005
1488	0.4650497488
1489	0.4650686972
1490	0.4650686972
1491	0.4650686972
1492	0.4650686972
1493	0.4651255423
1494	0.4650686972
1495	0.465163439
1496	0.4651255423
1497	0.4651255423
1498	0.4651255423
1499	0.4651255423
1500	0.465163439
1501	0.4652392325
1502	0.4651823874
1503	0.4651823874
1504	0.4651823874
1505	0.4650497488
1506	0.4650497488
