iter	Passed	Remaining
176	124319	3387520
177	125024	3386891
178	125726	3386183
179	126423	3385339
180	127120	3384491
181	127821	3383758
182	128526	3383117
183	129221	3382226
184	129918	3381404
185	130616	3380577
186	131322	3379982
187	132021	3379181
188	132717	3378325
189	133418	3377586
190	134125	3377004
191	134818	3376079
192	135512	3375183
193	136208	3374331
194	136909	3373578
195	137609	3372834
196	138307	3372046
197	139002	3371160
198	139697	3370291
199	140399	3369581
200	141096	3368774
201	141797	3368034
202	142494	3367221
203	143206	3366760
204	143907	3366027
205	144607	3365280
206	145303	3364433
207	146011	3363873
208	146710	3363116
209	147408	3362319
210	148109	3361588
211	148809	3360842
212	149512	3360180
213	150208	3359329
214	150905	3358514
215	151601	3357688
216	152319	3357350
217	153018	3356574
218	153716	3355785
219	154417	3355060
220	155122	3354434
221	155822	3353689
222	156521	3352924
223	157216	3352072
224	157912	3351253
225	158611	3350482
226	159307	3349673
227	160001	3348803
228	160696	3347962
229	161398	3347255
230	162092	3346403
231	162788	3345593
232	163484	3344767
233	164185	3344060
234	164881	3343240
235	165581	3342500
236	166274	3341634
237	166986	3341140
238	167682	3340328
239	168378	3339499
240	169071	3338632
241	169768	3337839
242	170472	3337188
243	171165	3336328
244	171864	3335577
245	172564	3334847
246	173267	3334175
247	173965	3333397
248	174660	3332570
249	175387	3332363
250	176122	3332302
251	176820	3331525
252	177517	3330725
253	178215	3329956
254	178912	3329179
255	179612	3328439
256	180307	3327629
257	181003	3326807
258	181701	3326056
259	182414	3325553
260	183115	3324837
261	183811	3324033
262	184514	3323368
263	185219	3322732
264	185916	3321937
265	186616	3321204
266	187315	3320460
267	188026	3319927
268	188720	3319092
269	189416	3318303
270	190112	3317498
271	190809	3316718
272	191510	3316011
273	192207	3315220
274	192913	3314600
275	193610	3313831
276	194316	3313206
277	195012	3312400
278	195707	3311592
279	196403	3310805
280	197112	3310228
281	197811	3309483
282	198504	3308647
283	199199	3307836
284	199905	3307202
285	200600	3306404
286	201298	3305643
287	201995	3304863
288	202692	3304092
289	203396	3303433
290	204088	3302587
291	204792	3301934
292	205542	3302012
293	206266	3301659
294	206961	3300862
295	207663	3300169
296	208360	3299397
297	209071	3298835
298	209770	3298091
299	210467	3297317
300	211166	3296581
301	211865	3295837
302	212582	3295376
303	213278	3294587
304	213976	3293827
305	214681	3293185
306	215386	3292538
307	216253	3294351
308	216986	3294122
309	217745	3294283
310	218462	3293794
311	219155	3292958
312	219876	3292524
313	220569	3291681
314	221273	3291007
315	221964	3290138
316	222661	3289346
317	223357	3288555
318	224061	3287867
319	224756	3287065
320	225448	3286204
321	226144	3285420
322	226838	3284590
323	227546	3283966
324	228238	3283129
325	228930	3282267
326	229622	3281421
327	230325	3280739
328	231022	3279959
329	231717	3279149
330	232410	3278323
331	233117	3277681
332	233810	3276858
333	234503	3276024
334	235215	3275459
335	235994	3275823
336	236699	3275168
337	237421	3274730
338	238246	3275712
339	238972	3275327
340	239750	3275651
341	240509	3275709
342	241203	3274884
343	241906	3274174
344	242604	3273402
345	243299	3272589
346	244009	3271982
347	244702	3271132
348	245405	3270428
349	246097	3269579
350	246793	3268780
351	247489	3267991
352	248206	3267462
353	248908	3266753
354	249604	3265948
355	250298	3265125
356	251014	3264597
357	251708	3263778
358	252403	3262970
359	253098	3262158
360	253795	3261378
361	254505	3260766
362	255198	3259938
363	255901	3259230
364	256601	3258489
365	257336	3258191
366	258028	3257346
367	258723	3256540
368	259419	3255751
369	260122	3255051
370	260821	3254297
371	261517	3253507
372	262212	3252706
373	262922	3252082
374	263617	3251284
375	264310	3250460
376	265005	3249651
377	265702	3248880
378	266410	3248240
379	267105	3247441
380	267801	3246659
381	268494	3245828
382	269197	3245127
383	269893	3244349
384	270586	3243529
385	271283	3242756
386	272002	3242246
387	272706	3241547
388	273403	3240777
389	274096	3239963
390	274795	3239213
391	275498	3238514
392	276195	3237741
393	276892	3236966
394	277585	3236156
395	278292	3235497
396	278986	3234694
397	279682	3233913
398	280377	3233129
399	281078	3232408
400	281776	3231642
401	282470	3230846
402	283166	3230060
403	283863	3229302
404	284559	3228524
405	285255	3227741
406	285947	3226922
407	286647	3226186
408	287351	3225505
409	288047	3224728
410	288742	3223943
411	289436	3223141
412	290141	3222468
413	290840	3221728
414	291539	3220981
415	292230	3220151
416	292939	3219526
417	293632	3218712
418	294326	3217922
419	295027	3217202
420	295773	3216977
421	296488	3216413
422	297181	3215598
423	297879	3214852
424	298575	3214075
425	299275	3213343
426	299970	3212564
427	300663	3211759
428	301356	3210961
429	302072	3210400
430	302774	3209690
431	303469	3208904
432	304161	3208093
433	304859	3207344
434	305555	3206580
435	306248	3205780
436	306943	3204992
437	307635	3204184
438	308335	3203460
439	309028	3202663
440	309719	3201839
441	310413	3201050
442	311112	3200314
443	311804	3199511
444	312500	3198745
445	313192	3197937
446	313900	3197291
447	314595	3196510
448	315288	3195715
449	315977	3194882
450	316670	3194084
451	317378	3193441
452	318072	3192665
453	318764	3191860
454	319455	3191047
455	320158	3190353
456	320853	3189581
457	321549	3188820
458	322246	3188059
459	322945	3187331
460	323642	3186576
461	324332	3185756
462	325026	3184981
463	325723	3184231
464	326421	3183482
465	327113	3182688
466	327807	3181912
467	328500	3181123
468	329201	3180408
469	329896	3179636
470	330589	3178852
471	331282	3178065
472	331992	3177437
473	332695	3176752
474	333392	3176000
475	334082	3175187
476	334782	3174471
477	335484	3173769
478	336175	3172959
479	336870	3172193
480	337659	3172315
481	338368	3171675
482	339058	3170867
483	339770	3170255
484	340465	3169486
485	341167	3168785
486	341858	3167978
487	342554	3167224
488	343252	3166488
489	343955	3165792
490	344652	3165049
491	345346	3164275
492	346042	3163516
493	346738	3162759
494	347442	3162079
495	348139	3161328
496	348833	3160560
497	349533	3159840
498	350239	3159177
499	350932	3158391
500	351630	3157656
501	352322	3156867
502	353026	3156181
503	353718	3155393
504	354412	3154618
505	355123	3154004
506	355866	3153667
507	356569	3152976
508	357264	3152209
509	357964	3151490
510	358658	3150720
511	359363	3150046
512	360059	3149290
513	360752	3148510
514	361447	3147753
515	362156	3147114
516	362853	3146366
517	363553	3145653
518	364249	3144895
519	364953	3144216
520	365646	3143436
521	366337	3142641
522	367033	3141890
523	367728	3141128
524	368427	3140407
525	369119	3139618
526	369812	3138845
527	370507	3138084
528	371209	3137383
529	371901	3136602
530	372596	3135848
531	373294	3135115
532	373999	3134437
533	374697	3133706
534	375392	3132949
535	376084	3132165
536	376776	3131382
537	377476	3130669
538	378172	3129920
539	378865	3129151
540	379564	3128428
541	380266	3127723
542	380960	3126963
543	381654	3126202
544	382355	3125496
545	383057	3124797
546	383752	3124042
547	384452	3123325
548	385148	3122575
549	385855	3121922
550	386547	3121145
551	387240	3120373
552	387931	3119586
553	388626	3118836
554	389327	3118126
555	390017	3117333
556	390717	3116617
557	391408	3115838
558	392115	3115175
559	392822	3114522
560	393520	3113788
561	394212	3113019
562	394921	3112374
563	395613	3111595
564	396304	3110818
565	396995	3110035
566	397691	3109289
567	398393	3108587
568	399093	3107875
569	399786	3107113
570	400477	3106327
571	401180	3105641
572	401878	3104914
573	402576	3104184
574	403268	3103416
575	403967	3102693
576	404666	3101978
577	405357	3101198
578	406046	3100403
579	406738	3099629
580	407441	3098937
581	408140	3098222
582	408835	3097468
583	409532	3096740
584	410233	3096035
585	410926	3095268
586	411617	3094497
587	412309	3093725
588	413013	3093040
589	413706	3092278
590	414400	3091526
591	415105	3090852
592	415853	3090500
593	416550	3089769
594	417244	3089009
595	417937	3088252
596	418628	3087471
597	419328	3086764
598	420018	3085980
599	420710	3085210
600	421407	3084481
601	422117	3083838
602	422812	3083094
603	423506	3082342
604	424201	3081593
605	424910	3080952
606	425606	3080209
607	426297	3079440
608	426989	3078670
609	427678	3077882
610	428383	3077210
611	429072	3076422
612	429766	3075668
613	430461	3074924
614	431163	3074231
615	431856	3073473
616	432548	3072704
617	433248	3071999
618	433944	3071264
619	434637	3070505
620	435333	3069766
621	436025	3069001
622	436721	3068264
623	437424	3067581
624	438116	3066814
625	438809	3066056
626	439508	3065343
627	440210	3064653
628	440907	3063921
629	441603	3063185
630	442298	3062441
631	443003	3061772
632	443700	3061041
633	444391	3060276
634	445087	3059539
635	445784	3058807
636	446481	3058080
637	447175	3057333
638	447871	3056597
639	448562	3055834
640	449262	3055124
641	449959	3054399
642	450650	3053628
643	451343	3052878
644	452045	3052186
645	452745	3051475
646	453436	3050707
647	454126	3049934
648	454831	3049261
649	455518	3048472
650	456210	3047707
651	456901	3046947
652	457661	3046636
653	458363	3045941
654	459054	3045176
655	459767	3044558
656	460460	3043805
657	461162	3043111
658	461852	3042338
659	462546	3041591
660	463236	3040821
661	463936	3040118
662	464624	3039330
663	465314	3038556
664	466005	3037793
665	466692	3037003
666	467400	3036349
667	468088	3035566
668	468776	3034785
669	469468	3034024
670	470175	3033367
671	470866	3032602
672	471566	3031901
673	472260	3031156
674	472960	3030451
675	473650	3029681
676	474337	3028896
677	475037	3028187
678	475779	3027748
679	476473	3027008
680	477168	3026269
681	477859	3025509
682	478550	3024747
683	479252	3024053
684	479941	3023283
685	480627	3022489
686	481316	3021716
687	482018	3021022
688	482709	3020263
689	483401	3019510
690	484091	3018738
691	484787	3018014
692	485479	3017258
693	486171	3016507
694	486863	3015752
695	487554	3014992
696	488255	3014295
697	488945	3013530
698	489635	3012762
699	490330	3012032
700	491028	3011316
701	491720	3010565
702	492407	3009781
703	493097	3009013
704	493801	3008338
705	494496	3007603
706	495187	3006845
707	495880	3006100
708	496573	3005355
709	497278	3004682
710	497967	3003916
711	498658	3003159
712	499348	3002391
713	500046	3001680
714	500739	3000934
715	501433	3000195
716	502123	2999434
717	502827	2998758
718	503516	2997990
719	504207	2997233
720	504902	2996504
721	505595	2995758
722	506294	2995048
723	506987	2994305
724	507675	2993534
725	508369	2992799
726	509071	2992109
727	509763	2991357
728	510454	2990607
729	511144	2989847
730	511850	2989178
731	512559	2988527
732	513248	2987761
733	513933	2986978
734	514624	2986221
735	515321	2985502
736	516012	2984752
737	516703	2983998
738	517395	2983248
739	518095	2982550
740	518786	2981794
741	519476	2981036
742	520164	2980268
743	520868	2979591
744	521562	2978855
745	522254	2978110
746	522946	2977362
747	523639	2976622
748	524334	2975896
749	525031	2975179
750	525727	2974456
751	526419	2973712
752	527129	2973066
753	527820	2972314
754	528512	2971571
755	529207	2970839
756	529906	2970138
757	530598	2969390
758	531291	2968651
759	531979	2967887
760	532672	2967148
761	533372	2966445
762	534063	2965699
763	534755	2964953
764	535497	2964484
765	536213	2963873
766	537007	2963690
767	537974	2964461
768	538718	2964000
769	539414	2963275
770	540104	2962519
771	540797	2961778
772	541494	2961056
773	542230	2960549
774	542925	2959822
775	543660	2959305
776	544346	2958526
777	545048	2957834
778	545740	2957088
779	546437	2956366
780	547126	2955605
781	547827	2954903
782	548518	2954155
783	549213	2953423
784	549999	2953179
785	550692	2952438
786	551424	2951907
787	552355	2952436
788	553090	2951920
789	553805	2951290
790	554494	2950528
791	555187	2949784
792	555878	2949028
793	556570	2948280
794	557275	2947602
795	557969	2946862
796	558656	2946090
797	559349	2945344
798	560047	2944627
799	560735	2943863
800	561428	2943119
801	562117	2942355
802	562818	2941655
803	563509	2940902
804	564199	2940146
805	564893	2939408
806	565587	2938674
807	566294	2938003
808	566986	2937258
809	567677	2936502
810	568370	2935761
811	569071	2935063
812	569762	2934311
813	570451	2933552
814	571139	2932785
815	571843	2932097
816	572545	2931403
817	573236	2930652
818	573933	2929934
819	574623	2929177
820	575320	2928457
821	576015	2927729
822	576704	2926969
823	577470	2926598
824	578172	2925901
825	578860	2925136
826	579579	2924530
827	580276	2923810
828	580977	2923108
829	581668	2922360
830	582361	2921616
831	583055	2920884
832	583763	2920221
833	584458	2919489
834	585148	2918736
835	585838	2917980
836	586532	2917245
837	587238	2916570
838	587932	2915838
839	588623	2915089
840	589314	2914338
841	590012	2913622
842	590700	2912862
843	591393	2912120
844	592083	2911367
845	592786	2910679
846	593476	2909926
847	594168	2909183
848	594862	2908452
849	595604	2907951
850	596311	2907281
851	597001	2906529
852	597697	2905802
853	598388	2905058
854	599093	2904379
855	599787	2903645
856	600481	2902913
857	601176	2902181
858	601882	2901506
859	602629	2901030
860	603364	2900494
861	604055	2899747
862	604762	2899076
863	605454	2898334
864	606145	2897585
865	606835	2896833
866	607528	2896093
867	608230	2895400
868	608927	2894684
869	609615	2893923
870	610308	2893185
871	611008	2892480
872	611703	2891751
873	612397	2891020
874	613090	2890286
875	613792	2889591
876	614483	2888845
877	615175	2888103
878	615865	2887352
879	616556	2886605
880	617259	2885917
881	617951	2885173
882	618640	2884421
883	619332	2883678
884	620034	2882983
885	620728	2882253
886	621417	2881500
887	622109	2880759
888	622807	2880048
889	623496	2879294
890	624188	2878551
891	624878	2877803
892	625568	2877056
893	626264	2876335
894	626953	2875579
895	627644	2874835
896	628386	2874327
897	629078	2873586
898	629766	2872827
899	630456	2872077
900	631146	2871329
901	631855	2870670
902	632555	2869968
903	633246	2869222
904	633937	2868480
905	634631	2867748
906	635333	2867057
907	636026	2866323
908	636721	2865597
909	637413	2864858
910	638109	2864137
911	638801	2863401
912	639490	2862648
913	640183	2861914
914	640880	2861198
915	641571	2860457
916	642262	2859715
917	642950	2858957
918	643639	2858209
919	644339	2857506
920	645035	2856787
921	645730	2856063
922	646423	2855329
923	647130	2854656
924	647821	2853914
925	648513	2853178
926	649207	2852451
927	649910	2851762
928	650600	2851017
929	651297	2850301
930	651988	2849560
931	652682	2848831
932	653377	2848108
933	654068	2847369
934	654758	2846625
935	655499	2846100
936	656209	2845442
937	656899	2844696
938	657594	2843974
939	658284	2843229
940	658986	2842533
941	659677	2841793
942	660365	2841041
943	661052	2840285
944	661758	2839607
945	662452	2838881
946	663145	2838149
947	663836	2837412
948	664533	2836695
949	665234	2836001
950	665926	2835263
951	666620	2834538
952	667308	2833784
953	668013	2833105
954	668703	2832361
955	669395	2831628
956	670085	2830883
957	670791	2830207
958	671484	2829479
959	672177	2828746
960	673031	2828691
961	673732	2827997
962	674425	2827265
963	675118	2826531
964	675807	2825785
965	676501	2825057
966	677205	2824373
967	677898	2823644
968	678594	2822925
969	679286	2822190
970	679988	2821498
971	680680	2820760
972	681371	2820022
973	682065	2819298
974	682772	2818623
975	683464	2817890
976	684158	2817163
977	684844	2816404
978	685534	2815664
979	686237	2814973
980	686931	2814249
981	687628	2813534
982	688321	2812804
983	689021	2812104
984	689719	2811394
985	690407	2810643
986	691094	2809892
987	691793	2809185
988	692494	2808487
989	693190	2807771
990	693881	2807035
991	694573	2806300
992	695272	2805595
993	695964	2804861
994	696654	2804121
995	697432	2803733
996	698132	2803031
997	698825	2802304
998	699536	2801646
999	700227	2800909
1000	700931	2800224
1001	701618	2799472
1002	702309	2798734
1003	703003	2798011
1004	703729	2797414
1005	704412	2796642
1006	705097	2795884
1007	705790	2795153
1008	706480	2794412
1009	707183	2793724
1010	707875	2792993
1011	708564	2792248
1012	709252	2791498
1013	709950	2790793
1014	710640	2790053
1015	711330	2789310
1016	712020	2788573
1017	712728	2787904
1018	713419	2787166
1019	714110	2786431
1020	714803	2785701
1021	715542	2785154
1022	716242	2784452
1023	716928	2783699
1024	717619	2782962
1025	718311	2782230
1026	719009	2781523
1027	719698	2780779
1028	720388	2780042
1029	721077	2779297
1030	721780	2778611
1031	722470	2777871
1032	723158	2777124
1033	723847	2776383
1034	724537	2775644
1035	725233	2774928
1036	725922	2774186
1037	726611	2773445
1038	727304	2772717
1039	728001	2772006
1040	728690	2771262
1041	729383	2770536
1042	730073	2769797
1043	730777	2769116
1044	731464	2768367
1045	732157	2767639
1046	732847	2766901
1047	733539	2766173
1048	734234	2765452
1049	734925	2764718
1050	735613	2763973
1051	736300	2763227
1052	737003	2762536
1053	737691	2761795
1054	738378	2761047
1055	739071	2760320
1056	739775	2759636
1057	740464	2758894
1058	741152	2758150
1059	741845	2757426
1060	742532	2756676
1061	743227	2755961
1062	743916	2755219
1063	744607	2754486
1064	745297	2753750
1065	746000	2753062
1066	746691	2752330
1067	747376	2751578
1068	748066	2750841
1069	748768	2750150
1070	749457	2749411
1071	750154	2748699
1072	750845	2747967
1073	751536	2747236
1074	752249	2746584
1075	752936	2745839
1076	753629	2745112
1077	754320	2744383
1078	755021	2743689
1079	755713	2742961
1080	756399	2742211
1081	757088	2741471
1082	757784	2740759
1083	758478	2740037
1084	759171	2739315
1085	759864	2738592
1086	760556	2737863
1087	761258	2737172
1088	761947	2736435
1089	762641	2735712
1090	763332	2734982
1091	764030	2734278
1092	764720	2733545
1093	765414	2732822
1094	766103	2732085
1095	766811	2731416
1096	767502	2730686
1097	768197	2729968
1098	768891	2729248
1099	769582	2728519
1100	770275	2727796
1101	770969	2727077
1102	771659	2726343
1103	772353	2725625
1104	773050	2724916
1105	773743	2724193
1106	774434	2723462
1107	775165	2722874
1108	775891	2722266
1109	776588	2721557
1110	777276	2720817
1111	777967	2720088
1112	778683	2719446
1113	779370	2718700
1114	780057	2717956
1115	780745	2717219
1116	781441	2716505
1117	782147	2715828
1118	782838	2715098
1119	783531	2714377
1120	784220	2713639
1121	784924	2712957
1122	785613	2712221
1123	786302	2711485
1124	786992	2710750
1125	787689	2710043
1126	788381	2709316
1127	789070	2708583
1128	789759	2707845
1129	790449	2707114
1130	791149	2706416
1131	791839	2705685
1132	792529	2704954
1133	793219	2704221
1134	793918	2703521
1135	794615	2702813
1136	795303	2702073
1137	795995	2701349
1138	796702	2700674
1139	797393	2699946
1140	798089	2699233
1141	798780	2698508
1142	799471	2697780
1143	800169	2697074
1144	800860	2696347
1145	801552	2695621
1146	802241	2694888
1147	802941	2694189
1148	803636	2693476
1149	804326	2692745
1150	805015	2692010
1151	805725	2691348
1152	806423	2690643
1153	807111	2689906
1154	807803	2689180
1155	808497	2688464
1156	809197	2687765
1157	809884	2687026
1158	810576	2686303
1159	811266	2685571
1160	811978	2684915
1161	812673	2684199
1162	813366	2683480
1163	814057	2682754
1164	814754	2682047
1165	815456	2681356
1166	816150	2680638
1167	816857	2679962
1168	817610	2679441
1169	818303	2678719
1170	818999	2678007
1171	819706	2677334
1172	820393	2676594
1173	821093	2675898
1174	821784	2675172
1175	822478	2674455
1176	823175	2673746
1177	823878	2673059
1178	824567	2672325
1179	825263	2671615
1180	825952	2670881
1181	826655	2670195
1182	827351	2669486
1183	828042	2668758
1184	828746	2668073
1185	829439	2667353
1186	830142	2666668
1187	830835	2665945
1188	831531	2665236
1189	832221	2664507
1190	832921	2663810
1191	833614	2663089
1192	834306	2662368
1193	835024	2661728
1194	835760	2661144
1195	836454	2660428
1196	837169	2659778
1197	837886	2659136
1198	838576	2658407
1199	839268	2657682
1200	839959	2656957
1201	840651	2656234
1202	841343	2655511
1203	842047	2654826
1204	842739	2654103
1205	843438	2653403
1206	844127	2652671
1207	844826	2651971
1208	845520	2651257
1209	846213	2650537
1210	846905	2649813
1211	847603	2649111
1212	848293	2648382
1213	848984	2647656
1214	849678	2646940
1215	850367	2646209
1216	851065	2645507
1217	851760	2644793
1218	852460	2644096
1219	853151	2643370
1220	853848	2642664
1221	854540	2641942
1222	855230	2641213
1223	855924	2640499
1224	856621	2639794
1225	857314	2639075
1226	858007	2638354
1227	858697	2637629
1228	859391	2636912
1229	860087	2636204
1230	860782	2635490
1231	861475	2634773
1232	862163	2634037
1233	862860	2633332
1234	863550	2632605
1235	864235	2631863
1236	864927	2631142
1237	865627	2630444
1238	866318	2629719
1239	867006	2628987
1240	867696	2628260
1241	868386	2627534
1242	869086	2626835
1243	869777	2626111
1244	870469	2625391
1245	871156	2624656
1246	871859	2623968
1247	872558	2623269
1248	873248	2622540
1249	873943	2621831
1250	874646	2621142
1251	875332	2620404
1252	876023	2619680
1253	876731	2619009
1254	877422	2618284
1255	878122	2617588
1256	878815	2616869
1257	879506	2616147
1258	880200	2615432
1259	880903	2614744
1260	881592	2614017
1261	882289	2613310
1262	882983	2612597
1263	883687	2611912
1264	884382	2611199
1265	885071	2610472
1266	885764	2609754
1267	886458	2609040
1268	887160	2608349
1269	887853	2607632
1270	888551	2606929
1271	889243	2606209
1272	889943	2605513
1273	890636	2604796
1274	891328	2604078
1275	892017	2603348
1276	892723	2602670
1277	893417	2601956
1278	894112	2601245
1279	894811	2600544
1280	895548	2599957
1281	896250	2599266
1282	896946	2598558
1283	897637	2597835
1284	898332	2597123
1285	899029	2596420
1286	899725	2595711
1287	900415	2594986
1288	901110	2594275
1289	901818	2593602
1290	902508	2592876
1291	903202	2592161
1292	903894	2591442
1293	904587	2590727
1294	905283	2590019
1295	905973	2589296
1296	906667	2588581
1297	907358	2587858
1298	908055	2587154
1299	908746	2586431
1300	909432	2585696
1301	910123	2584975
1302	910826	2584287
1303	911522	2583579
1304	912212	2582855
1305	912901	2582127
1306	913603	2581435
1307	914293	2580713
1308	914983	2579988
1309	915674	2579266
1310	916366	2578548
1311	917069	2577861
1312	917760	2577138
1313	918451	2576417
1314	919139	2575687
1315	919840	2574995
1316	920532	2574275
1317	921222	2573551
1318	921914	2572834
1319	922618	2572149
1320	923309	2571428
1321	924002	2570711
1322	924698	2570004
1323	925392	2569291
1324	926097	2568608
1325	926782	2567872
1326	927473	2567151
1327	928164	2566430
1328	928865	2565737
1329	929554	2565011
1330	930241	2564278
1331	930931	2563555
1332	931629	2562856
1333	932329	2562159
1334	933018	2561433
1335	933714	2560725
1336	934406	2560007
1337	935105	2559309
1338	935795	2558587
1339	936487	2557867
1340	937247	2557336
1341	937950	2556649
1342	938641	2555928
1343	939356	2555272
1344	940046	2554550
1345	940744	2553848
1346	941433	2553123
1347	942123	2552399
1348	942816	2551683
1349	943507	2550965
1350	944206	2550265
1351	944897	2549546
1352	945585	2548818
1353	946277	2548099
1354	946986	2547428
1355	947680	2546717
1356	948374	2546004
1357	949062	2545276
1358	949763	2544582
1359	950453	2543862
1360	951151	2543160
1361	951843	2542441
1362	952533	2541721
1363	953227	2541009
1364	953918	2540289
1365	954609	2539568
1366	955351	2538985
1367	956064	2538323
1368	956753	2537597
1369	957443	2536876
1370	958131	2536149
1371	958828	2535444
1372	959518	2534721
1373	960210	2534005
1374	960902	2533288
1375	961617	2532631
1376	962306	2531906
1377	962998	2531190
1378	963689	2530472
1379	964382	2529758
1380	965084	2529066
1381	965772	2528340
1382	966465	2527624
1383	967157	2526907
1384	967857	2526213
1385	968546	2525489
1386	969238	2524773
1387	969933	2524064
1388	970636	2523375
1389	971330	2522663
1390	972021	2521945
1391	972713	2521229
1392	973409	2520521
1393	974107	2519822
1394	974797	2519100
1395	975489	2518383
1396	976179	2517662
1397	976884	2516980
1398	977575	2516259
1399	978268	2515548
1400	978964	2514840
1401	979662	2514141
1402	980355	2513428
1403	981045	2512706
1404	981737	2511990
1405	982431	2511280
1406	983129	2510578
1407	983814	2509843
1408	984503	2509120
1409	985192	2508398
1410	985888	2507693
1411	986580	2506975
1412	987267	2506248
1413	987957	2505527
1414	988664	2504848
1415	989352	2504124
1416	990042	2503403
1417	990734	2502686
1418	991426	2501971
1419	992136	2501301
1420	992825	2500579
1421	993515	2499858
1422	994204	2499136
1423	994903	2498438
1424	995594	2497719
1425	996284	2496999
1426	996971	2496271
1427	997673	2495580
1428	998369	2494875
1429	999061	2494160
1430	999752	2493443
1431	1000444	2492726
1432	1001141	2492024
1433	1001832	2491307
1434	1002522	2490586
1435	1003212	2489867
1436	1003910	2489167
1437	1004598	2488443
1438	1005288	2487722
1439	1005977	2487000
1440	1006679	2486310
1441	1007366	2485582
1442	1008059	2484870
1443	1008753	2484160
1444	1009444	2483443
1445	1010141	2482740
1446	1010837	2482035
1447	1011524	2481307
1448	1012217	2480595
1449	1012913	2479892
1450	1013605	2479177
1451	1014295	2478458
1452	1015022	2477827
1453	1015747	2477195
1454	1016442	2476487
1455	1017132	2475766
1456	1017822	2475047
1457	1018515	2474336
1458	1019208	2473624
1459	1019901	2472912
1460	1020592	2472194
1461	1021282	2471475
1462	1021985	2470787
1463	1022678	2470075
1464	1023369	2469358
1465	1024058	2468637
1466	1024757	2467940
1467	1025446	2467219
1468	1026135	2466497
1469	1026825	2465777
1470	1027520	2465071
1471	1028217	2464367
1472	1028903	2463640
1473	1029591	2462916
1474	1030282	2462200
1475	1030977	2461494
1476	1031666	2460773
1477	1032358	2460059
1478	1033053	2459351
1479	1033750	2458649
1480	1034439	2457929
1481	1035129	2457209
1482	1035816	2456484
1483	1036522	2455803
1484	1037212	2455085
1485	1037900	2454361
1486	1038589	2453640
1487	1039280	2452925
1488	1039977	2452224
1489	1040667	2451505
1490	1041361	2450797
