iter	AverageGain:top=5
470	0.4981146479
471	0.4980578028
472	0.4980009577
473	0.4981525447
474	0.4981525447
475	0.4982093898
476	0.4980009577
477	0.4980199061
478	0.4979820094
479	0.4979820094
480	0.4978872676
481	0.4978493708
482	0.4978872676
483	0.4979820094
484	0.4978872676
485	0.4980199061
486	0.4979251643
487	0.4979441126
488	0.4978114741
489	0.4978872676
490	0.4979441126
491	0.4978872675
492	0.497963061
493	0.4979062159
494	0.4978493708
495	0.4978683192
496	0.4977735774
497	0.4979062159
498	0.4978683192
499	0.4978114741
500	0.4977167323
501	0.4979251643
502	0.4979251643
503	0.497963061
504	0.497963061
505	0.4979441126
506	0.4979441126
507	0.4980388545
508	0.4981904414
509	0.498171493
510	0.4981146479
511	0.4982851832
512	0.4983041316
513	0.4983041316
514	0.4983041316
515	0.4982472865
516	0.49832308
517	0.498171493
518	0.498171493
519	0.4983041316
520	0.4984746669
521	0.4984178218
522	0.4984936153
523	0.4984367702
524	0.4983420283
525	0.4984367702
526	0.4984936153
527	0.4985694087
528	0.4984746669
529	0.4984367702
530	0.4983988734
531	0.4982472865
532	0.4983041316
533	0.4984367702
534	0.4984936153
535	0.4984746669
536	0.4984367702
537	0.4984557185
538	0.4983609767
539	0.4983609767
540	0.4986452022
541	0.4986641506
542	0.4986452022
543	0.4986452022
544	0.4986073055
545	0.4986073055
546	0.4985125636
547	0.4985125636
548	0.4984936153
549	0.4984936153
550	0.4984936153
551	0.4984367702
552	0.4983609767
553	0.4984178218
554	0.4984936152
555	0.4984746669
556	0.4984936153
557	0.498531512
558	0.4985694087
559	0.4986073054
560	0.4987588924
561	0.4986830989
562	0.4987209956
563	0.4986830989
564	0.4986830989
565	0.4987778407
566	0.4989104793
567	0.4987967891
568	0.4987020473
569	0.4986073054
570	0.4986073054
571	0.4986262538
572	0.498739944
573	0.4987967891
574	0.4988346858
575	0.4986641505
576	0.4986073054
577	0.4987020473
578	0.4986452022
579	0.498739944
580	0.4989104793
581	0.4988915309
582	0.4987967891
583	0.4988346858
584	0.4988725826
585	0.4988915309
586	0.4989294277
587	0.498948376
588	0.4991189113
589	0.4990431179
590	0.4990620662
591	0.4990431179
592	0.4989294277
593	0.4989673244
594	0.498948376
595	0.4988536342
596	0.4986641505
597	0.4987778407
598	0.4986830989
599	0.4985694087
600	0.4985504603
601	0.4986641505
602	0.4986830989
603	0.498739944
604	0.4985694087
605	0.4985694087
606	0.498531512
607	0.4986073054
608	0.4986830989
609	0.498739944
610	0.4987588924
611	0.4986830989
612	0.4987209956
613	0.498739944
614	0.4987967891
615	0.4988915309
616	0.4989673244
617	0.4990052211
618	0.4989673244
619	0.4990052211
620	0.4990999629
621	0.4990810146
622	0.4990052211
623	0.4990052211
624	0.4989673244
625	0.4989862727
626	0.4990999629
627	0.4990999629
628	0.4991189113
629	0.4990620662
630	0.4990999629
631	0.4991378597
632	0.4991378597
633	0.4991189113
634	0.4989673244
635	0.4990620662
636	0.4990999629
637	0.4991378597
638	0.4991378597
639	0.4991757564
640	0.4991757564
641	0.4991378597
642	0.4992515499
643	0.4992515499
644	0.4992136531
645	0.4992704982
646	0.4992894466
647	0.4994031368
648	0.4993462917
649	0.4992894466
650	0.4994410335
651	0.499516827
652	0.4994031368
653	0.4994031368
654	0.4995357753
655	0.4994978786
656	0.499516827
657	0.499516827
658	0.4993841884
659	0.4993652401
660	0.4993841884
661	0.4993273433
662	0.4993652401
663	0.4993841884
664	0.499516827
665	0.4994599819
666	0.499516827
667	0.4994599819
668	0.499516827
669	0.4994789302
670	0.4993652401
671	0.4993273433
672	0.4993841884
673	0.49936524
674	0.49936524
675	0.4993462917
676	0.4992136531
677	0.49936524
678	0.4994031368
679	0.4994789302
680	0.4996684139
681	0.499725259
682	0.4996873623
683	0.4997631557
684	0.4997442074
685	0.4997821041
686	0.499725259
687	0.4997631557
688	0.4998200008
689	0.4997063106
690	0.4996873623
691	0.499725259
692	0.4996494655
693	0.4998578976
694	0.4998200008
695	0.4998010525
696	0.499933691
697	0.5000284329
698	0.4999526394
699	0.5000284329
700	0.4999905361
701	0.5001231747
702	0.5001042263
703	0.5000473812
704	0.4999715878
705	0.499933691
706	0.5000094845
707	0.5000284329
708	0.5000284329
709	0.5000284329
710	0.4999715878
711	0.4998768459
712	0.4999905361
713	0.5000284329
714	0.500142123
715	0.5001800198
716	0.5002179165
717	0.5001989682
718	0.5002558133
719	0.50029371
720	0.50029371
721	0.5003505551
722	0.5002558132
723	0.5003126583
724	0.5002558133
725	0.5002747616
726	0.5002558133
727	0.5002558133
728	0.5004074002
729	0.5004452969
730	0.5004452969
731	0.5003884518
732	0.5003695034
733	0.5003316067
734	0.5002747616
735	0.5001989682
736	0.5002368649
737	0.50029371
738	0.5003316067
739	0.5003695034
740	0.50029371
741	0.5001989682
742	0.5002558132
743	0.5002747616
744	0.50029371
745	0.5003126584
746	0.5003505551
747	0.5003695034
748	0.5003884518
749	0.5004263485
750	0.500502142
751	0.5004642453
752	0.5004263485
753	0.5004263485
754	0.5005210904
755	0.5005210904
756	0.5005400387
757	0.5006726773
758	0.5006158322
759	0.5005968838
760	0.5005400387
761	0.5005400387
762	0.5004831936
763	0.5006537289
764	0.500710574
765	0.5007295224
766	0.5005589871
767	0.5006726773
768	0.5007484708
769	0.5006916257
770	0.5006726773
771	0.5006726773
772	0.500710574
773	0.500710574
774	0.500710574
775	0.5006537289
776	0.5006537289
777	0.5005589871
778	0.500502142
779	0.5006726773
780	0.500710574
781	0.5007295224
782	0.500710574
783	0.5007863675
784	0.5007484708
785	0.5008242642
786	0.5008432126
787	0.500862161
788	0.5009379544
789	0.5008053159
790	0.5007863675
791	0.5008432126
792	0.5007863675
793	0.5007674191
794	0.5007295224
795	0.5007674191
796	0.5007863675
797	0.5007484708
798	0.5008242642
799	0.5008242642
800	0.5007674191
801	0.5006916257
802	0.5006347806
803	0.5006916257
804	0.5007295224
805	0.5006726773
806	0.5007295224
807	0.5006347806
808	0.5008053159
809	0.5007674191
810	0.5008053159
811	0.5009000577
812	0.5008053159
813	0.5007484708
814	0.500710574
815	0.5006916257
816	0.500862161
817	0.5007484708
818	0.5008053159
819	0.5007863675
820	0.5007674191
821	0.5007863675
822	0.5008242642
823	0.500862161
824	0.500862161
825	0.500862161
826	0.500862161
827	0.5007674191
828	0.5007863675
829	0.5007295224
830	0.5007674191
831	0.5007484708
832	0.500710574
833	0.500710574
834	0.5007484708
835	0.500710574
836	0.5007484708
837	0.5007295224
838	0.5007295224
839	0.5007295224
840	0.5007295224
841	0.5007295224
842	0.5008053158
843	0.5008053158
844	0.5008242642
845	0.5008811093
846	0.500919006
847	0.500919006
848	0.5009000577
849	0.5010137479
850	0.5009947995
851	0.5010326962
852	0.5010895413
853	0.5010516446
854	0.501070593
855	0.501070593
856	0.501070593
857	0.501070593
858	0.5010326962
859	0.5011274381
860	0.5011274381
861	0.5011274381
862	0.5011084897
863	0.5010516446
864	0.5010137479
865	0.5010326962
866	0.501070593
867	0.5010137479
868	0.5011084897
869	0.5010516446
870	0.5011084897
871	0.5011084897
872	0.5011084897
873	0.5011084897
874	0.5011084897
875	0.5011463864
876	0.5011084897
877	0.5011084897
878	0.5011274381
879	0.5011274381
880	0.5011084897
881	0.5011084897
882	0.5011084897
883	0.5011463864
884	0.5011653348
885	0.5011842832
886	0.5011084897
887	0.5011463864
888	0.5011463864
889	0.5011274381
890	0.5010326962
891	0.5012032315
892	0.5011842832
893	0.5012411283
894	0.5012411283
895	0.5010895413
896	0.5012600766
897	0.5012979734
898	0.5014116636
899	0.5013358701
900	0.5014306119
901	0.5014306119
902	0.5014495603
903	0.5013548185
904	0.5013169217
905	0.5013927152
906	0.5013358701
907	0.5012411283
908	0.5012221799
909	0.5012221799
910	0.501279025
911	0.5012600766
912	0.5012979734
913	0.5012979734
914	0.5012411283
915	0.5012411283
916	0.5012411283
917	0.5012221799
918	0.5012600766
919	0.5013169217
920	0.5012979734
921	0.5013358701
922	0.5012979734
923	0.5013737668
924	0.5013737668
925	0.5013737668
926	0.5013358701
927	0.5013548185
928	0.5013927152
929	0.5014116636
930	0.5013927152
931	0.5013927152
932	0.501487457
933	0.5014116636
934	0.5014685087
935	0.5015064054
936	0.5015443021
937	0.5015443021
938	0.5014685087
939	0.501487457
940	0.5015821989
941	0.5016579923
942	0.5015632505
943	0.5016200956
944	0.501487457
945	0.501487457
946	0.5015632505
947	0.5015821989
948	0.5014116636
949	0.5014495603
950	0.5015253538
951	0.501487457
952	0.5015064054
953	0.5015064054
954	0.5015064054
955	0.5015632505
956	0.5015253538
957	0.5015443021
958	0.5015443021
959	0.5015632505
960	0.5016011472
961	0.5015632505
962	0.5015632505
963	0.5015632505
964	0.5015632505
965	0.5015632505
966	0.5015821989
967	0.5016011472
968	0.5015443021
969	0.5015443021
970	0.5015443021
971	0.5015064054
972	0.5015064054
973	0.5015064054
974	0.5015064054
975	0.5014685087
976	0.5014685087
977	0.5014685087
978	0.5014685087
979	0.5014685087
980	0.5014685087
981	0.5015253538
982	0.5015064054
983	0.5015632505
984	0.5015821989
985	0.5015443021
986	0.5015064054
987	0.5015064054
988	0.501487457
989	0.5015253538
990	0.5015632505
991	0.5016011472
992	0.5016579923
993	0.501639044
994	0.5016579923
995	0.501639044
996	0.5016579923
997	0.5016579923
998	0.5016958891
999	0.5016579923
1000	0.5016579923
1001	0.5016579923
1002	0.5017148374
1003	0.5018285276
1004	0.5017716825
1005	0.5017527342
1006	0.5017527342
1007	0.5017716825
1008	0.5019043211
1009	0.5019611662
1010	0.501847476
1011	0.5019990629
1012	0.5018853727
1013	0.5018853727
1014	0.5018853727
1015	0.5018853727
1016	0.5017906309
1017	0.5018285276
1018	0.5018664243
1019	0.5018285276
1020	0.501847476
1021	0.5018664243
1022	0.5018285276
1023	0.5018285276
1024	0.5019422178
1025	0.5019422178
1026	0.5019422178
1027	0.5018853727
1028	0.5019232694
1029	0.5019232694
1030	0.5019043211
1031	0.5018853727
1032	0.5019801145
1033	0.5019801145
1034	0.5019990629
1035	0.5019611662
1036	0.502055908
1037	0.502055908
1038	0.5019422178
1039	0.5019801145
1040	0.5019801145
1041	0.5018853727
1042	0.5019232694
1043	0.5019232694
1044	0.5019422178
1045	0.5019043211
1046	0.5018853727
1047	0.5018853727
1048	0.5018853727
1049	0.5018095793
1050	0.5017906309
1051	0.5017716825
1052	0.5017148374
1053	0.5017906309
1054	0.5017906309
1055	0.5017906309
1056	0.5018095793
1057	0.5018285276
1058	0.5018285276
1059	0.5017527342
1060	0.5017337858
1061	0.5017337858
1062	0.5017148374
1063	0.5017716825
1064	0.5018285276
1065	0.5017148374
1066	0.5018664243
1067	0.5017906309
1068	0.5018664243
1069	0.5018664243
1070	0.5019043211
1071	0.5019232694
1072	0.5019232694
1073	0.5018664243
1074	0.5018285276
1075	0.5018095792
1076	0.5018285276
1077	0.5018095792
1078	0.5018853727
1079	0.5018285276
1080	0.5018853727
1081	0.5019422178
1082	0.5019043211
1083	0.501847476
1084	0.5017716825
1085	0.5017527342
1086	0.5016769407
1087	0.5017148374
1088	0.5018285276
1089	0.501847476
1090	0.5018095793
1091	0.5018853727
1092	0.5019043211
1093	0.5019611662
1094	0.5020938047
1095	0.5021127531
1096	0.5021317015
1097	0.5021317015
1098	0.5022453917
1099	0.502055908
1100	0.5020748564
1101	0.502055908
1102	0.5019990629
1103	0.5021127531
1104	0.5021885466
1105	0.5021506498
1106	0.5021317015
1107	0.5020748564
1108	0.5021317015
1109	0.5020748564
1110	0.5021127531
1111	0.5022264433
1112	0.5021695982
1113	0.5022074949
1114	0.5022074949
1115	0.5021695982
1116	0.5022264433
1117	0.5022264433
1118	0.5021885466
1119	0.5021506498
1120	0.5022264433
1121	0.5021885466
1122	0.5020180113
1123	0.502055908
1124	0.5020938047
1125	0.5020938047
1126	0.5021317015
1127	0.5021506498
1128	0.5021506498
1129	0.5021885466
1130	0.50226434
1131	0.5023780302
1132	0.5023780302
1133	0.5023401335
1134	0.5023401335
1135	0.5023401335
1136	0.5023780302
1137	0.5024348753
1138	0.5024348753
1139	0.5024348753
1140	0.502415927
1141	0.502415927
1142	0.502472772
1143	0.5024917204
1144	0.5025296171
1145	0.5025485655
1146	0.5024917204
1147	0.5024917204
1148	0.5023780302
1149	0.5024727721
1150	0.5025106688
1151	0.5025106688
1152	0.5025485655
1153	0.5025296171
1154	0.5025296171
1155	0.5024917204
1156	0.502624359
1157	0.502624359
1158	0.5026054106
1159	0.5026054106
1160	0.5026433073
1161	0.5027001524
1162	0.5027001524
1163	0.5026433073
1164	0.5026622557
1165	0.5027001524
1166	0.5027191008
1167	0.5027191008
1168	0.5027569975
1169	0.5027948943
1170	0.5027569975
1171	0.5027569975
1172	0.5027569975
1173	0.5027569975
1174	0.5027569975
1175	0.5027001524
1176	0.5027001524
1177	0.5026812041
1178	0.5027001524
1179	0.5027759459
1180	0.5027948943
1181	0.5027191008
1182	0.5027380492
1183	0.5027191008
1184	0.5027569975
1185	0.5027759459
1186	0.5027001524
1187	0.5027001524
1188	0.5027380492
1189	0.5027380492
1190	0.5027380492
1191	0.5027191008
1192	0.5027191008
1193	0.5028138426
1194	0.5029275328
1195	0.5029085845
1196	0.5028138426
1197	0.5028138426
1198	0.5028138426
1199	0.5027948943
1200	0.502832791
1201	0.5028517394
1202	0.5028517394
1203	0.5028896361
1204	0.5028138426
1205	0.5027948943
1206	0.5027191008
1207	0.5027380492
1208	0.5028517394
1209	0.5028517394
1210	0.5028517394
1211	0.5029085845
1212	0.5029085845
1213	0.5028706877
1214	0.5029654296
1215	0.5029275328
1216	0.5029654296
1217	0.5029654296
1218	0.5030033263
1219	0.5030222747
1220	0.5029085845
1221	0.5029843779
1222	0.5029843779
1223	0.5029464812
1224	0.5029464812
1225	0.5029464812
1226	0.5029464812
1227	0.5029275328
1228	0.5029275328
1229	0.5029275328
1230	0.5029464812
1231	0.5030033263
1232	0.5029085845
1233	0.5030033263
1234	0.5030033263
1235	0.503041223
1236	0.5029085845
1237	0.5029464812
1238	0.5029275328
1239	0.5029464812
1240	0.5029654296
1241	0.5029654296
1242	0.503041223
1243	0.5030791198
1244	0.5030222747
1245	0.5031359649
1246	0.5030791198
1247	0.5030791198
1248	0.5030033263
1249	0.5029654296
1250	0.5030222747
1251	0.5030222747
1252	0.5030033263
1253	0.5029843779
1254	0.5030033263
1255	0.5030033263
1256	0.5029654296
1257	0.503041223
1258	0.5030601714
1259	0.503041223
1260	0.5030601714
1261	0.5030033263
1262	0.5030601714
1263	0.5030601714
1264	0.5030601714
1265	0.5029654296
1266	0.5029654296
1267	0.5029654296
1268	0.5029085845
1269	0.5029275328
1270	0.5028517394
1271	0.5028517394
1272	0.5028138426
1273	0.502832791
1274	0.5028706877
1275	0.5028706877
1276	0.5029085845
1277	0.5028896361
1278	0.5027948943
1279	0.5029085845
1280	0.5028896361
1281	0.5028517394
1282	0.5029464812
1283	0.5030222747
1284	0.5029464812
1285	0.5029843779
1286	0.5030601714
1287	0.5030033263
1288	0.5030033263
1289	0.5029654296
1290	0.5030222747
1291	0.5030791198
1292	0.5029464812
1293	0.5030033263
1294	0.5029654296
1295	0.5029654296
1296	0.5030601714
1297	0.503041223
1298	0.5030601714
1299	0.503041223
1300	0.503041223
1301	0.5029843779
1302	0.5030033263
1303	0.503041223
1304	0.5030980681
1305	0.50319281
1306	0.50319281
1307	0.5032496551
1308	0.5033254485
1309	0.5033254485
1310	0.5033254485
1311	0.5033254485
1312	0.5032875518
1313	0.5032686034
1314	0.5033254485
1315	0.5033443969
1316	0.5034391387
1317	0.5033633453
1318	0.5034391387
1319	0.5033822936
1320	0.5034201904
1321	0.5034959838
1322	0.5035149322
1323	0.5034770355
1324	0.5035149322
1325	0.5035149322
1326	0.5035338806
1327	0.5034959838
1328	0.5034580871
1329	0.5034770355
1330	0.5034959838
1331	0.5035338806
1332	0.5035528289
1333	0.5035528289
1334	0.5035149322
1335	0.5035717773
1336	0.5035717773
1337	0.503609674
1338	0.5036854675
1339	0.5036854675
1340	0.5036665191
1341	0.5036286224
1342	0.5036665191
1343	0.5036475708
1344	0.5036665191
1345	0.5036665191
1346	0.5036854675
1347	0.5036286224
1348	0.5036665191
1349	0.5036475708
1350	0.5037044159
1351	0.5037233642
1352	0.5035717773
1353	0.5036286224
1354	0.5036854675
1355	0.5036854675
1356	0.5037423126
1357	0.5037044159
1358	0.5037233642
1359	0.5036475708
1360	0.503609674
1361	0.5035907257
1362	0.5035338806
1363	0.503609674
1364	0.5034959838
1365	0.5034959838
1366	0.5035338806
1367	0.5035717773
1368	0.5035717773
1369	0.5035528289
1370	0.503609674
1371	0.5036286224
1372	0.5036286224
1373	0.5035149322
1374	0.5035149322
1375	0.5035717773
1376	0.5036286224
1377	0.5036286224
1378	0.5036286224
1379	0.5036665191
1380	0.5037044159
1381	0.5036286224
1382	0.5035907257
1383	0.503609674
1384	0.5035717773
1385	0.503609674
1386	0.5035528289
1387	0.5035338806
1388	0.5035149322
1389	0.5034959838
1390	0.5035338806
1391	0.5035149322
1392	0.5035338806
1393	0.5035717773
1394	0.5035717773
1395	0.5035907257
1396	0.503609674
1397	0.5035528289
1398	0.5035717773
1399	0.503609674
1400	0.503609674
1401	0.503609674
1402	0.5037044158
1403	0.5036665191
1404	0.5036475708
1405	0.5035907257
1406	0.5036665191
1407	0.503609674
1408	0.503609674
1409	0.503609674
1410	0.5035528289
1411	0.5035338806
1412	0.5034959838
1413	0.5035528289
1414	0.5035528289
1415	0.503609674
1416	0.5035528289
1417	0.5035528289
1418	0.5035528289
1419	0.5035149322
1420	0.5035149322
1421	0.5035149322
1422	0.5034959838
1423	0.5034580871
1424	0.5034770355
1425	0.5034770355
1426	0.5034770355
1427	0.5035338806
1428	0.5034959838
1429	0.5035528289
1430	0.5035717773
1431	0.5035907257
1432	0.5034580871
1433	0.5033633453
1434	0.5033633453
1435	0.503401242
1436	0.5033822936
1437	0.5034580871
1438	0.503401242
1439	0.503401242
1440	0.503401242
1441	0.5033254485
1442	0.5033254485
1443	0.5033443969
1444	0.5033443969
1445	0.5032496551
1446	0.50319281
1447	0.5031549132
1448	0.5032496551
1449	0.5031549132
1450	0.5031549132
1451	0.5031549132
1452	0.50319281
1453	0.50319281
1454	0.5032496551
1455	0.5033254485
1456	0.50319281
1457	0.5032875518
1458	0.5033065002
1459	0.5033065002
1460	0.5032875518
1461	0.5033254485
1462	0.50319281
1463	0.5031549132
1464	0.5031170165
1465	0.5031170165
1466	0.5031359649
1467	0.5031549132
1468	0.5032496551
1469	0.5032496551
1470	0.5032875518
1471	0.50319281
1472	0.5031359649
1473	0.5031359649
1474	0.5031170165
1475	0.5031170165
1476	0.5031738616
1477	0.5031738616
1478	0.5031738616
1479	0.50319281
1480	0.50319281
1481	0.5031738616
1482	0.5031738616
1483	0.5031359649
1484	0.5031359649
1485	0.5031549132
1486	0.5031738616
1487	0.5031738616
1488	0.5032117583
1489	0.50319281
1490	0.5032496551
1491	0.5032117583
1492	0.5032117583
1493	0.5032117583
1494	0.5032307067
1495	0.5032117583
1496	0.5032117583
1497	0.5032117583
1498	0.5031738616
1499	0.50319281
1500	0.5032496551
1501	0.5032686034
1502	0.5032686034
1503	0.5033443969
1504	0.5033254485
1505	0.5033633453
1506	0.5033633453
1507	0.5033633453
1508	0.5033633453
1509	0.5033254485
1510	0.5033443969
1511	0.5033443969
1512	0.5033822936
